CODPRO;NOMEPRO;DESCPROCORTAM;ESTPROCORTAM;PRCOMPRAPRO;PRVENDAPRO;DTCADPRO;;;
116.715;CALCA MASC CASUAL COLOR CHINO ESSENCIALS BOLSO FACA VR;BEGE - 46;1;128,62;309;09.12.2019;; R$ 128,62 ;309
116.715;CALCA MASC CASUAL COLOR CHINO ESSENCIALS BOLSO FACA VR;BEGE - 42;1;128,62;309;09.12.2019;; R$ 128,62 ;309
116.715;CALCA MASC CASUAL COLOR CHINO ESSENCIALS BOLSO FACA VR;BEGE - 50;1;128,62;309;09.12.2019;; R$ 128,62 ;309
116.715;CALCA MASC CASUAL COLOR CHINO ESSENCIALS BOLSO FACA VR;BEGE - 38;1;128,62;309;09.12.2019;; R$ 128,62 ;309
116.719;BOLSA FEM SACO BUCKET AVESSO COLOR COLCCI;LARANJA/AMARELO - UN;1;85,79;199;09.01.2020;; R$ 85,79 ;199
116.716;BOLSA FEM CAMERA BAG ETIQUETA REDONDAALCA/TRANS. COLCCI;VERDE LIMAO - UN;2;111,92;259,01;09.01.2020;; R$ 223,84 ;518,02
116.537;VESTIDO FEM GAYA MANGA 3/4 CURTO DE AMARRAR SPLASH;PINK - P;1;219,9;579;28.11.2019;; R$ 219,90 ;579
116.725;VESTIDO FEM TRICOT FENDA DETALHE COSTA CALVIN KLEIN;PRETO - M;1;240,91;579;09.12.2019;; R$ 240,91 ;579
116.725;VESTIDO FEM TRICOT FENDA DETALHE COSTA CALVIN KLEIN;PRETO - P;1;240,91;579;09.12.2019;; R$ 240,91 ;579
116.726;CHINELO MASC EST LOGOMANIA CALVIN KLEIN;MARINHO - 43/44;1;40,45;99;10.12.2019;; R$ 40,45 ;99
116.728;SAIA FEM JEANS MIDI SAPPHIRE ELASTIC ET. COURO ELLUS;JEANS - 36;1;139,9;339,01;10.12.2019;; R$ 139,90 ;339,01
116.727;CHINELO MASC EST BOTANICA CALVIN KLEIN;PRETO - 43/44;2;40,45;99;10.12.2019;; R$ 80,90 ;198
116.729;VESTIDO FEM MC LONGO CORT.FENDA FUTURE STRIPESJOHN JOHN;PRETO LISTRADO - G;1;135,45;298;10.12.2019;; R$ 135,45 ;298
116.728;SAIA FEM JEANS MIDI SAPPHIRE ELASTIC ET. COURO ELLUS;JEANS - 42;1;139,9;339,01;10.12.2019;; R$ 139,90 ;339,01
116.729;VESTIDO FEM MC LONGO CORT.FENDA FUTURE STRIPESJOHN JOHN;PRETO LISTRADO - PP;1;135,45;298;10.12.2019;; R$ 135,45 ;298
116.729;VESTIDO FEM MC LONGO CORT.FENDA FUTURE STRIPESJOHN JOHN;PRETO LISTRADO - P;2;135,45;298;10.12.2019;; R$ 270,90 ;596
116.731;BLUSA FEM MC CINTURA DE ELASTICO LEVIS;PRETO - P;1;56,97;139;10.12.2019;; R$ 56,97 ;139
116.205;SHORTS JEAN RASGADO SH COS ALTO ZALEWO JOHN JOHN;JEANS - 32;1;121,82;268;21.10.2019;; R$ 121,82 ;268
116.732;CAMISETA MASC MC ESTAMPA DE COQUEIRO LEVIS;BRANCO - GG;2;56,97;139;10.12.2019;; R$ 113,94 ;278
116.206;SHORTS FEM JEANS CT SH BOY ALTO DADAJ JOHN JOHN;JEANS - 32;1;121,82;268;22.10.2019;; R$ 121,82 ;268
116.734;CALCA FEM JEANS COS ALTO 5 BOTOES LEVIS;JEANS - 36;1;131,54;319;10.12.2019;; R$ 131,54 ;319
116.735;SAIA FEM MIDI ESTAMPADA POA DE AMARRAR CINTURA SHOULDER;VERMELHO C/ BOLINHAS - 40;1;164,79;399,01;11.12.2019;; R$ 164,79 ;399,01
116.735;SAIA FEM MIDI ESTAMPADA POA DE AMARRAR CINTURA SHOULDER;VERMELHO C/ BOLINHAS - 42;1;164,79;399,01;11.12.2019;; R$ 164,79 ;399,01
116.737;VESTIDO FEM MC MIDI CACHE COEUR AMARRAR/FORRO SHOULDER;BEGE/AZUL - 36;1;216,97;528,99;11.12.2019;; R$ 216,97 ;528,99
116.738;VESTIDO FEM ALCINHA MIDI POA DE AMARRAR SHOULDER;ROSA C/ BOLINHA - 40;1;260,45;629,01;11.12.2019;; R$ 260,45 ;629,01
116.736;SAIA FEM MIDI PAREO POA DE AMARRAR SHOULDER;BEGE/PRETO - 38;1;173,49;419;11.12.2019;; R$ 173,49 ;419
116.490;VESTIDO FEM ML CACHE COUER LONGO DE AMARRAR SHOULDER;BEGE ESTAMPADO - 38;1;260,45;629,01;22.11.2019;; R$ 260,45 ;629,01
116.490;VESTIDO FEM ML CACHE COUER LONGO DE AMARRAR SHOULDER;BEGE ESTAMPADO - 46;1;260,45;629,01;22.11.2019;; R$ 260,45 ;629,01
116.490;VESTIDO FEM ML CACHE COUER LONGO DE AMARRAR SHOULDER;BEGE ESTAMPADO - 44;1;260,45;629,01;22.11.2019;; R$ 260,45 ;629,01
116.738;VESTIDO FEM ALCINHA MIDI POA DE AMARRAR SHOULDER;ROSA C/ BOLINHA - 42;1;260,45;629,01;11.12.2019;; R$ 260,45 ;629,01
116.743;MACAQUINHO FEM CURTO KIMONO DE AMARRAR SHOULDER;VERDE ESTAMPADO - 42;1;260,45;629,01;11.12.2019;; R$ 260,45 ;629,01
116.743;MACAQUINHO FEM CURTO KIMONO DE AMARRAR SHOULDER;VERDE ESTAMPADO - 36;1;260,45;629,01;11.12.2019;; R$ 260,45 ;629,01
116.744;BLUSA FEM MC CACHE COEUR POA DE AMARRAR SHOULDER;ROSA C/ BOLINHA - 40;1;121,31;299;11.12.2019;; R$ 121,31 ;299
116.743;MACAQUINHO FEM CURTO KIMONO DE AMARRAR SHOULDER;VERDE ESTAMPADO - 38;1;260,45;629,01;11.12.2019;; R$ 260,45 ;629,01
116.744;BLUSA FEM MC CACHE COEUR POA DE AMARRAR SHOULDER;ROSA C/ BOLINHA - 36;2;121,31;299;11.12.2019;; R$ 242,62 ;598
115.481;SCARPIN FEM SALTO ALTO VERNIZ SCHUTZ;NUDE - 35;3;195,35;390;27.08.2019;; R$ 586,05 ;1170
115.481;SCARPIN FEM SALTO ALTO VERNIZ SCHUTZ;NUDE - 34;1;195,35;390;27.08.2019;; R$ 195,35 ;390
116.747;VESTIDO FEM MC LONGO CORTE FENDA JJEAGLE JOHN JOHN;PRETO - P;1;167,27;367,99;11.12.2019;; R$ 167,27 ;367,99
116.747;VESTIDO FEM MC LONGO CORTE FENDA JJEAGLE JOHN JOHN;PRETO - G;1;167,27;367,99;11.12.2019;; R$ 167,27 ;367,99
115.481;SCARPIN FEM SALTO ALTO VERNIZ SCHUTZ;NUDE - 37;1;195,35;390;27.08.2019;; R$ 195,35 ;390
116.752;CARTEIRA FEM NEUTRAL GRANDE MULTIMATERIAL SCHUTZ;PRETO - UN;2;116,28;289;11.12.2019;; R$ 232,56 ;578
116.748;SANDALIA FEM SALTO ALTO SINTET.CORD. COLORIDAS AREZZO;DOURADO - 36;1;149,95;339,01;11.12.2019;; R$ 149,95 ;339,01
116.754;CHINELO MASC WEED ESTAMPA FOLHAS ELLUS;AZUL - 39/40;1;55,82;139;12.12.2019;; R$ 55,82 ;139
116.750;MOCHILA FEM GRANDE SINTETICO SCHUTZ;PRETO - UN;2;255,82;619,01;11.12.2019;; R$ 511,64 ;1238,02
116.755;CHINELO MASC IMMORTAL ESCRITA EM BRANCO ELLUS;AZUL - 39/40;2;40,57;99;12.12.2019;; R$ 81,14 ;198
115.593;CAMISETA MASC MC POLO COTTON BINADO CLASSIC ELLUS;VERMELHO - G;1;70,92;169;31.08.2019;; R$ 70,92 ;169
115.954;CAMISETA MASC MC TEXTURIZADA LOGO RELEVO ARAMIS;CARAMELO - M;1;60,23;139,9;30.09.2019;; R$ 60,23 ;139,9
116.758;CAMISETA MASC MC LETTERING ARAMIS;BRANCO - P;1;60,23;139,9;12.12.2019;; R$ 60,23 ;139,9
116.759;CAMISA MASC MC JW SLIM FOLHAGEM ARAMIS;VERDE - M;1;121,48;279,9;12.12.2019;; R$ 121,48 ;279,9
116.760;CALCA MASC ALFAIATARIA S JOGGING PVS COM CINTO ARAMIS;CAQUI - 38;1;177,62;399,01;12.12.2019;; R$ 177,62 ;399,01
116.760;CALCA MASC ALFAIATARIA S JOGGING PVS COM CINTO ARAMIS;CAQUI - 42;1;177,62;399,01;12.12.2019;; R$ 177,62 ;399,01
116.760;CALCA MASC ALFAIATARIA S JOGGING PVS COM CINTO ARAMIS;CAQUI - 44;2;177,62;399,01;12.12.2019;; R$ 355,24 ;798,02
116.761;CAMISETA MASC MC FOLHAGEM COORDENADAS ARAMIS;BRANCO - GG;1;60,23;139,9;13.12.2019;; R$ 60,23 ;139,9
116.761;CAMISETA MASC MC FOLHAGEM COORDENADAS ARAMIS;BRANCO - P;1;60,23;139,9;13.12.2019;; R$ 60,23 ;139,9
115.630;CAMISETA MASC MC POLO TEXTURIZADA GOLA LISTRAS ARAMIS;MARINHO - XGG;1;85,75;199,9;03.09.2019;; R$ 85,75 ;199,9
116.763;CAMISA MASC ML JW SLIM PONTO PICADO ARAMIS;BRANCO/AREIA - GG;1;157,2;359,89;13.12.2019;; R$ 157,20 ;359,89
116.763;CAMISA MASC ML JW SLIM PONTO PICADO ARAMIS;BRANCO/AREIA - M;1;157,2;359,89;13.12.2019;; R$ 157,20 ;359,89
116.763;CAMISA MASC ML JW SLIM PONTO PICADO ARAMIS;BRANCO/AREIA - P;1;157,2;359,89;13.12.2019;; R$ 157,20 ;359,89
116.771;CAMISETA MASC MCPOLO SUPIMACOTTON SOLIDINTERLOCK ARAMIS;BRANCO - P;1;141,89;319;16.12.2019;; R$ 141,89 ;319
116.771;CAMISETA MASC MCPOLO SUPIMACOTTON SOLIDINTERLOCK ARAMIS;MARINHO - P;1;141,89;319;16.12.2019;; R$ 141,89 ;319
116.772;CAMISETA MASC MC POLO PIQUET FIO TINTO ARAMIS;AMARELO - P;1;111,27;259,9;17.12.2019;; R$ 111,27 ;259,9
116.772;CAMISETA MASC MC POLO PIQUET FIO TINTO ARAMIS;VERDE AGUA - GG;1;111,27;259,9;17.12.2019;; R$ 111,27 ;259,9
116.772;CAMISETA MASC MC POLO PIQUET FIO TINTO ARAMIS;VERDE AGUA - P;1;111,27;259,9;17.12.2019;; R$ 111,27 ;259,9
116.446;CAMISETA MASC MC POLO BASICA STONE ARAMIS;ROSA - GG;1;80,64;189;13.11.2019;; R$ 80,64 ;189
116.446;CAMISETA MASC MC POLO BASICA STONE ARAMIS;ROSA - M;1;80,64;189;13.11.2019;; R$ 80,64 ;189
116.446;CAMISETA MASC MC POLO BASICA STONE ARAMIS;ROSA - P;1;80,64;189;13.11.2019;; R$ 80,64 ;189
116.446;CAMISETA MASC MC POLO BASICA STONE ARAMIS;GOIABA - P;1;80,64;189;13.11.2019;; R$ 80,64 ;189
116.774;SAIA FEM LONGA ESTAMPADA RENDA PATBO;ROSA - 42;1;431,67;1.479,98;18.12.2019;; R$ 431,67 ;1479,98
116.775;VESTIDO FEM ML CURTO ELASTICO CINTURAESTAMP. ONCA PATBO;ROSA - 40;1;816,67;2.800,03;18.12.2019;; R$ 816,67 ;2800,03
116.778;CONJUNTO FEM SAIA LONGA E TOP DE AMARRAR ESTAMP. SPLASH;LARANJA ESTAMPADO - P;1;199;518,99;23.12.2019;; R$ 199,00 ;518,99
116.778;CONJUNTO FEM SAIA LONGA E TOP DE AMARRAR ESTAMP. SPLASH;LARANJA ESTAMPADO - M;1;199;518,99;23.12.2019;; R$ 199,00 ;518,99
116.779;SAIA FEM LONGA TEC. FURADINHO CASEADO PATBO;PINK - 36;1;658,33;1.579,99;23.12.2019;; R$ 658,33 ;1579,99
116.797;SHORTS FEM LONDON TROPICAL COM CINTO ELLUS;OFF WHITE - 38;1;179,9;499;17.01.2020;; R$ 179,90 ;499
116.799;SAIA FEM MIDI COM CINTO ARGOLA LINHO C/ GRIPER PATBO;BEGE - 36;1;827,92;1.987,01;21.01.2020;; R$ 827,92 ;1987,01
116.799;SAIA FEM MIDI COM CINTO ARGOLA LINHO C/ GRIPER PATBO;BEGE - 38;1;827,92;1.987,01;21.01.2020;; R$ 827,92 ;1987,01
116.800;VESTIDO FEM MIDI ML TULE DETALHES EM GRIPER PATBO;OFF WHITE - 38;1;915,3;2.196,99;22.01.2020;; R$ 915,30 ;2196,99
116.800;VESTIDO FEM MIDI ML TULE DETALHES EM GRIPER PATBO;OFF WHITE - 40;1;915,3;2.196,99;22.01.2020;; R$ 915,30 ;2196,99
116.800;VESTIDO FEM MIDI ML TULE DETALHES EM GRIPER PATBO;OFF WHITE - 42;1;915,3;2.196,99;22.01.2020;; R$ 915,30 ;2196,99
116.801;VESTIDO FEM CURTO ML GRIPER DETALHE FRENTE FIVELA PATBO;BEGE - 38;1;811,25;1.947,00;22.01.2020;; R$ 811,25 ;1947
116.801;VESTIDO FEM CURTO ML GRIPER DETALHE FRENTE FIVELA PATBO;BEGE - 40;1;811,25;1.947,00;22.01.2020;; R$ 811,25 ;1947
116.801;VESTIDO FEM CURTO ML GRIPER DETALHE FRENTE FIVELA PATBO;BEGE - 42;1;811,25;1.947,00;22.01.2020;; R$ 811,25 ;1947
116.802;BLUSA FEM ML BORDADA FRENTE DECOTE V PATBO;BEGE - 38;1;665,4;1.597,03;22.01.2020;; R$ 665,40 ;1597,03
116.803;BLUSA FEM MANGA BUFANTE DET. C/ PREGAS AMARRAR PATBO;BEGE - 36;1;402,92;967,01;22.01.2020;; R$ 402,92 ;967,01
116.803;BLUSA FEM MANGA BUFANTE DET. C/ PREGAS AMARRAR PATBO;BEGE - 38;1;402,92;967,01;22.01.2020;; R$ 402,92 ;967,01
116.803;BLUSA FEM MANGA BUFANTE DET. C/ PREGAS AMARRAR PATBO;BEGE - 42;1;402,92;967,01;22.01.2020;; R$ 402,92 ;967,01
116.804;VESTIDO FEM MC BUFANTE LONGO BORDADO PATBO;BEGE - 42;1;1.102,90;2.647,18;22.01.2020;; R$ 1.102,90 ;2647,18
116.806;VESTIDO FEM ML LONGO DETALHE GRIPER PATBO;ROSA - 38;1;1.366,25;3.279,00;22.01.2020;; R$ 1.366,25 ;3279
116.806;VESTIDO FEM ML LONGO DETALHE GRIPER PATBO;ROSA - 42;1;1.366,25;3.279,00;22.01.2020;; R$ 1.366,25 ;3279
116.810;TOP FEM MANGA BUFANTE DE AMARRAR PATBO;OFF WHITE ESTAMPADO - 38;1;394,58;946,99;22.01.2020;; R$ 394,58 ;946,99
116.805;BODY FEM TROPICAL DETALHE ARGOLA FRENTE ESTAMPADO PATBO;VERDE ESTAMPADO - M;1;300;720;22.01.2020;; R$ 300,00 ;720
116.809;BODY FEM MANGA FOFA C/ ARGOLA PATBO;OFF WHITE ESTAMPADO - GG;1;300;720;22.01.2020;; R$ 300,00 ;720
116.810;TOP FEM MANGA BUFANTE DE AMARRAR PATBO;OFF WHITE ESTAMPADO - 40;1;394,58;946,99;22.01.2020;; R$ 394,58 ;946,99
116.810;TOP FEM MANGA BUFANTE DE AMARRAR PATBO;VERDE ESTAMPADO - 38;1;394,58;946,99;22.01.2020;; R$ 394,58 ;946,99
116.810;TOP FEM MANGA BUFANTE DE AMARRAR PATBO;OFF WHITE ESTAMPADO - 42;1;394,58;946,99;22.01.2020;; R$ 394,58 ;946,99
116.812;CALCA FEM PANTALONA BOLSO FACA COM CINTO PATBO;VERDE ESTAMPADO - 40;1;574,58;1.378,99;22.01.2020;; R$ 574,58 ;1378,99
116.812;CALCA FEM PANTALONA BOLSO FACA COM CINTO PATBO;VERDE ESTAMPADO - 42;1;574,58;1.378,99;22.01.2020;; R$ 574,58 ;1378,99
116.813;VESTIDO FEM ML FOFA LONGO DECOTEV C/FORRO ALCINHA PATBO;OFF WHITE ESTAMPADO - 38;1;875;2.100,00;22.01.2020;; R$ 875,00 ;2100
116.814;CALCA FEM FRENTE COURO ZIPER LATERAL PATBO;PRETO - 40;2;950;2.280,00;22.01.2020;; R$ 1.900,00 ;4560
116.814;CALCA FEM FRENTE COURO ZIPER LATERAL PATBO;PRETO - 42;1;950;2.280,00;22.01.2020;; R$ 950,00 ;2280
116.816;SAIA FEM LONGA COM BABADOS FLORAL SOPHIA PATBO;VERDE ESTAMPADO - 38;1;824,58;1.978,99;22.01.2020;; R$ 824,58 ;1978,99
116.816;SAIA FEM LONGA COM BABADOS FLORAL SOPHIA PATBO;OFF WHITE ESTAMPADO - 36;1;824,58;1.978,99;22.01.2020;; R$ 824,58 ;1978,99
116.816;SAIA FEM LONGA COM BABADOS FLORAL SOPHIA PATBO;OFF WHITE ESTAMPADO - 38;1;824,58;1.978,99;22.01.2020;; R$ 824,58 ;1978,99
116.816;SAIA FEM LONGA COM BABADOS FLORAL SOPHIA PATBO;OFF WHITE ESTAMPADO - 40;1;824,58;1.978,99;22.01.2020;; R$ 824,58 ;1978,99
116.815;CAMISA FEM ML BOTAOZINHO DET. RENDA OMBRO C/ TOP PATBO;OFF WHITE ESTAMPADO - 40;1;495,42;1.189,01;22.01.2020;; R$ 495,42 ;1189,01
116.819;VESTIDO FEM ML LONGO COM BABADO FRENTE PATBO;VERDE CLARO - 42;1;1.239,17;2.974,01;22.01.2020;; R$ 1.239,17 ;2974,01
116.820;MACACAO FEM MANGA 3/4 BORDADO COM FAIXA PATBO;BEGE - 36;1;936,25;2.247,00;22.01.2020;; R$ 936,25 ;2247
116.818;TOP FEM ML DECOTE V C/ PREGAS 3 BOTOES PATBO;VERDE CLARO - 38;1;358,33;859,99;22.01.2020;; R$ 358,33 ;859,99
116.818;TOP FEM ML DECOTE V C/ PREGAS 3 BOTOES PATBO;VERDE CLARO - 40;1;358,33;859,99;22.01.2020;; R$ 358,33 ;859,99
116.818;TOP FEM ML DECOTE V C/ PREGAS 3 BOTOES PATBO;VERDE CLARO - 42;1;358,33;859,99;22.01.2020;; R$ 358,33 ;859,99
116.807;VESTIDO FEM ML LONGO DETALHE RENDA ARGOLA CINTURA PATBO;VERDE - 42;1;1.449,58;3.478,99;22.01.2020;; R$ 1.449,58 ;3478,99
116.823;VESTIDO FEM LONGO MANGA 3/4 BUFANTE DE AMARRAR PATBO;VERDE ESTAMPADO - 36;1;873,75;2.097,00;22.01.2020;; R$ 873,75 ;2097
116.821;SAIA FEM MIDI DET. COS 5 BOTOES PATBO;VERDE CLARO - 36;1;658,33;1.579,99;22.01.2020;; R$ 658,33 ;1579,99
116.821;SAIA FEM MIDI DET. COS 5 BOTOES PATBO;VERDE CLARO - 40;1;658,33;1.579,99;22.01.2020;; R$ 658,33 ;1579,99
116.823;VESTIDO FEM LONGO MANGA 3/4 BUFANTE DE AMARRAR PATBO;VERDE ESTAMPADO - 38;1;873,75;2.097,00;22.01.2020;; R$ 873,75 ;2097
116.823;VESTIDO FEM LONGO MANGA 3/4 BUFANTE DE AMARRAR PATBO;VERDE ESTAMPADO - 40;1;873,75;2.097,00;22.01.2020;; R$ 873,75 ;2097
116.823;VESTIDO FEM LONGO MANGA 3/4 BUFANTE DE AMARRAR PATBO;VERDE ESTAMPADO - 42;1;873,75;2.097,00;22.01.2020;; R$ 873,75 ;2097
116.822;VESTIDO FEM ML BUF. DET. ELASTICO LONGO COM CINTO PATBO;ROSA - 36;1;1.245,42;2.989,01;22.01.2020;; R$ 1.245,42 ;2989,01
116.822;VESTIDO FEM ML BUF. DET. ELASTICO LONGO COM CINTO PATBO;ROSA - 42;1;1.245,42;2.989,01;22.01.2020;; R$ 1.245,42 ;2989,01
116.823;VESTIDO FEM LONGO MANGA 3/4 BUFANTE DE AMARRAR PATBO;VERDE ESTAMPADO - 44;1;873,75;2.097,00;22.01.2020;; R$ 873,75 ;2097
116.826;CALCA FEM COS ALTO BOTOES ENCAPADOS COM CINTO PATBO;PINK - 36;1;425;1.020,00;22.01.2020;; R$ 425,00 ;1020
116.829;VESTIDO FEM ML LONGO DECOTE V DETALHE ARGOLA PATBO;NUDE - 38;1;1.199,90;2.880,00;23.01.2020;; R$ 1.199,90 ;2880
116.829;VESTIDO FEM ML LONGO DECOTE V DETALHE ARGOLA PATBO;NUDE - 40;1;1.199,90;2.880,00;23.01.2020;; R$ 1.199,90 ;2880
116.829;VESTIDO FEM ML LONGO DECOTE V DETALHE ARGOLA PATBO;NUDE - 42;1;1.199,90;2.880,00;23.01.2020;; R$ 1.199,90 ;2880
116.824;BODY FEM RECORTES DE AMARRAR NO PESCOCO C/ ARGOLA PATBO;VERDE ESTAMPADO - P;1;261,67;699,99;22.01.2020;; R$ 261,67 ;699,99
116.831;CALCA MASC MOLETON JOGGER CARGO POCKETS CASUAL ELLUS;PRETO - 38;1;119,9;288,99;24.01.2020;; R$ 119,90 ;288,99
116.825;VESTIDO FEM ML CURTO ESTAMPADO COM CINTO PATBO;OFF WHITE ESTAMPADO - 36;2;790,42;1.897,01;22.01.2020;; R$ 1.580,84 ;3794,02
116.825;VESTIDO FEM ML CURTO ESTAMPADO COM CINTO PATBO;OFF WHITE ESTAMPADO - 38;1;790,42;1.897,01;22.01.2020;; R$ 790,42 ;1897,01
116.825;VESTIDO FEM ML CURTO ESTAMPADO COM CINTO PATBO;OFF WHITE ESTAMPADO - 42;1;790,42;1.897,01;22.01.2020;; R$ 790,42 ;1897,01
116.832;CAMISA MASC ML VOIL PLAID POCKET OVERSIZE SHIRT ELLUS;XADREZ VERMELHO - 38;1;149,9;368,99;24.01.2020;; R$ 149,90 ;368,99
116.832;CAMISA MASC ML VOIL PLAID POCKET OVERSIZE SHIRT ELLUS;XADREZ VERMELHO - 36;1;149,9;368,99;24.01.2020;; R$ 149,90 ;368,99
116.832;CAMISA MASC ML VOIL PLAID POCKET OVERSIZE SHIRT ELLUS;XADREZ AZUL - 36;1;149,9;368,99;24.01.2020;; R$ 149,90 ;368,99
116.834;CAMISA MASC ML STRONG FLANNEL POCKET CLAS. PADRAO ELLUS;XADREZ ROXO - G;1;119,9;288,99;24.01.2020;; R$ 119,90 ;288,99
116.834;CAMISA MASC ML STRONG FLANNEL POCKET CLAS. PADRAO ELLUS;XADREZ ROXO - P;1;119,9;288,99;24.01.2020;; R$ 119,90 ;288,99
116.833;CAMISA MASC ML UNDERGROUND CHECKCLASSIC ST BUTTON ELLUS;XADREZ AZUL - P;1;129,9;319;24.01.2020;; R$ 129,90 ;319
116.834;CAMISA MASC ML STRONG FLANNEL POCKET CLAS. PADRAO ELLUS;XADREZ ROXO - M;1;119,9;288,99;24.01.2020;; R$ 119,90 ;288,99
116.834;CAMISA MASC ML STRONG FLANNEL POCKET CLAS. PADRAO ELLUS;XADREZ ROXO - GG;1;119,9;288,99;24.01.2020;; R$ 119,90 ;288,99
116.836;CAMISA MASC ML SNUG WOOL TOUCH 50 CLAS. ELLUS;XADREZ PRETO - P;1;129,9;319;24.01.2020;; R$ 129,90 ;319
116.795;TIARA FEM LINHO BORDADA PATBO;OFF WHITE - 36;1;99,9;289;13.01.2020;; R$ 99,90 ;289
116.795;TIARA FEM LINHO BORDADA PATBO;OFF WHITE - 38;1;99,9;289;13.01.2020;; R$ 99,90 ;289
116.835;CAMISA MASC DOUBLE PLAIND OVERSIZE SHIRT ELLUS;XADREZ AZUL - 36;1;139,9;339,01;24.01.2020;; R$ 139,90 ;339,01
116.835;CAMISA MASC DOUBLE PLAIND OVERSIZE SHIRT ELLUS;XADREZ VERMELHO - 36;1;139,9;339,01;24.01.2020;; R$ 139,90 ;339,01
116.835;CAMISA MASC DOUBLE PLAIND OVERSIZE SHIRT ELLUS;XADREZ VERMELHO - 36;1;139,9;339,01;24.01.2020;; R$ 139,90 ;339,01
116.822;VESTIDO FEM ML BUF. DET. ELASTICO LONGO COM CINTO PATBO;ROSA - 44;1;1.245,42;2.989,01;22.01.2020;; R$ 1.245,42 ;2989,01
116.839;SAIA FEM MIDI COM FAIXA DET. 8BOTOES SINTETICA PATBO;PRETO - 38;1;1.083,33;2.599,99;27.01.2020;; R$ 1.083,33 ;2599,99
116.839;SAIA FEM MIDI COM FAIXA DET. 8BOTOES SINTETICA PATBO;PRETO - 40;1;1.083,33;2.599,99;27.01.2020;; R$ 1.083,33 ;2599,99
116.838;VESTIDO FEM ML CURTO FLORAL SOPHIA BABADINHO PATBO;VERDE - 40;1;728,75;1.749,00;27.01.2020;; R$ 728,75 ;1749
116.822;VESTIDO FEM ML BUF. DET. ELASTICO LONGO COM CINTO PATBO;ROSA - 38;1;1.245,42;2.989,01;22.01.2020;; R$ 1.245,42 ;2989,01
116.822;VESTIDO FEM ML BUF. DET. ELASTICO LONGO COM CINTO PATBO;ROSA - 40;1;1.245,42;2.989,01;22.01.2020;; R$ 1.245,42 ;2989,01
116.842;VESTIDO FEM MC LONGO DETALHE EM GRIPER BORDADO PATBO;VERDE - 42;1;1.498,80;3.596,97;27.01.2020;; R$ 1.498,80 ;3596,97
116.843;TOP FEM ML DETALHE GRIPER RENDA BOTOES ENCAPADOS PATBO;VERDE - 36;1;450;1.080,00;27.01.2020;; R$ 450,00 ;1080
116.843;TOP FEM ML DETALHE GRIPER RENDA BOTOES ENCAPADOS PATBO;VERDE - 38;1;450;1.080,00;27.01.2020;; R$ 450,00 ;1080
116.845;JAQUETA FEM ZIPER FRENTE TOCA COM CORDAO 2 BOLSOS PATBO;VERDE CLARO - 40;1;599,17;1.438,01;27.01.2020;; R$ 599,17 ;1438,01
116.807;VESTIDO FEM ML LONGO DETALHE RENDA ARGOLA CINTURA PATBO;VERDE - 38;1;1.449,58;3.478,99;22.01.2020;; R$ 1.449,58 ;3478,99
116.846;VESTIDO FEM ML BUFANTE LONGO RECORTE CINTURA PATBO;OFF WHITE - 38;1;1.205,83;2.893,99;28.01.2020;; R$ 1.205,83 ;2893,99
116.846;VESTIDO FEM ML BUFANTE LONGO RECORTE CINTURA PATBO;OFF WHITE - 40;1;1.205,83;2.893,99;28.01.2020;; R$ 1.205,83 ;2893,99
116.846;VESTIDO FEM ML BUFANTE LONGO RECORTE CINTURA PATBO;OFF WHITE - 42;1;1.205,83;2.893,99;28.01.2020;; R$ 1.205,83 ;2893,99
116.809;BODY FEM MANGA FOFA C/ ARGOLA PATBO;OFF WHITE ESTAMPADO - M;1;300;720;22.01.2020;; R$ 300,00 ;720
116.809;BODY FEM MANGA FOFA C/ ARGOLA PATBO;OFF WHITE ESTAMPADO - G;1;300;720;22.01.2020;; R$ 300,00 ;720
116.847;OCULOS FEM DE SOL AVIADOR DOURADO LENTE MARROM CARMIM;DOURADO - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.851;OCULOS FEM DE SOL GATINHO DET. DOURADO CARMIM;PRETO/DOURADO - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
118.506;CONJUNTO FEM BLUSA ML/CALCA MOLETOMVELUDOFABIANAMILAZZO;VERDE - 38;1;385;1.119,00;15.07.2020;; R$ 385,00 ;1119
116.852;OCULOS FEM DE SOL AVIADOR PRETO CARMIM;PRETO - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.856;OCULOS FEM DE SOL AVIADOR PRATA LENTE AZUL CARMIM;PRATA - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.855;OCULOS FEM DE SOL GATINHA DETALHE TRANSPARENTE CARMIM;PRETO - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.861;OCULOS FEM DE SOL GATINHA PRETO DETALHE DOURADO CARMIM;PRETO/DOURADO - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.862;OCULOS FEM DE SOL AVIADOR PRETO CARMIM;PRETO - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.858;OCULOS FEM DE SOL PRETO LENTE ESPELHADA CARMIM;PRETO/DOURADO - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.871;OCULOS FEM DE SOL AVIADOR GRAFITE CARMIM;GRAFITE - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
