CODPRO;NOMEPRO;DESCPROCORTAM;ESTPROCORTAM;PRCOMPRAPRO;PRVENDAPRO;DTCADPRO;;;
122.574;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;PRETO - PP;1;101,66;229;26.03.2021;; R$ 101,66 ;229
122.574;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BRANCO - PP;1;101,66;229;26.03.2021;; R$ 101,66 ;229
122.574;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;PRETO - P;2;101,66;229;26.03.2021;; R$ 203,32 ;458
122.574;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BRANCO - P;1;101,66;229;26.03.2021;; R$ 101,66 ;229
122.575;CAMISETA MASC MC INFANTIL REAT RET ANG REISSUE CALVIN KLEIN;BORDO - 12;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.574;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;PRETO - M;1;101,66;229;26.03.2021;; R$ 101,66 ;229
122.574;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BRANCO - M;1;101,66;229;26.03.2021;; R$ 101,66 ;229
122.574;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BRANCO - G;1;101,66;229;26.03.2021;; R$ 101,66 ;229
122.575;CAMISETA MASC MC INFANTIL REAT RET ANG REISSUE CALVIN KLEIN;BORDO - 8;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.576;CAMISETA MASC MC INFANTIL REAT LOGOSNOVOSGRANDE CALVIN KLEIN;CINZA ESCURO - 8;1;37,62;99;26.03.2021;; R$ 37,62 ;99
122.577;CAMISETA MASC MC ESTAMPA TURMA DO MICKEY COLCCI;BRANCO - PP;1;92,56;209;26.03.2021;; R$ 92,56 ;209
122.577;CAMISETA MASC MC ESTAMPA TURMA DO MICKEY COLCCI;PRETO - P;1;92,56;209;26.03.2021;; R$ 92,56 ;209
122.577;CAMISETA MASC MC ESTAMPA TURMA DO MICKEY COLCCI;BRANCO - P;2;92,56;209;26.03.2021;; R$ 185,12 ;418
122.577;CAMISETA MASC MC ESTAMPA TURMA DO MICKEY COLCCI;PRETO - M;1;92,56;209;26.03.2021;; R$ 92,56 ;209
122.577;CAMISETA MASC MC ESTAMPA TURMA DO MICKEY COLCCI;BRANCO - M;2;92,56;209;26.03.2021;; R$ 185,12 ;418
122.577;CAMISETA MASC MC ESTAMPA TURMA DO MICKEY COLCCI;PRETO - G;1;92,56;209;26.03.2021;; R$ 92,56 ;209
122.578;CAMISETA FEM MC COLCCI;OFF SHELL - PP;1;57,09;129;26.03.2021;; R$ 57,09 ;129
122.578;CAMISETA FEM MC COLCCI;OFF SHELL - P;2;57,09;129;26.03.2021;; R$ 114,18 ;258
122.578;CAMISETA FEM MC COLCCI;OFF SHELL - M;1;57,09;129;26.03.2021;; R$ 57,09 ;129
122.578;CAMISETA FEM MC COLCCI;PRETO - G;1;57,09;129;26.03.2021;; R$ 57,09 ;129
122.578;CAMISETA FEM MC COLCCI;OFF SHELL - G;1;57,09;129;26.03.2021;; R$ 57,09 ;129
122.579;TOP FEM TRICOT COM FIVELA SKAZI;OFF WHITE - P;1;249,99;599,9;26.03.2021;; R$ 249,99 ;599,9
122.580;CAMISETA FEM MC RE ISSUE RETANGULO CALVIN KLEIN;BRANCO - G;1;72,27;179;26.03.2021;; R$ 72,27 ;179
122.580;CAMISETA FEM MC RE ISSUE RETANGULO CALVIN KLEIN;BRANCO - PP;1;72,27;179;26.03.2021;; R$ 72,27 ;179
122.581;CAMISETA MASC MC INFANTIL REAT FRENTE RETANGULO CALVIN KLEIN;PRETO - 10;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.580;CAMISETA FEM MC RE ISSUE RETANGULO CALVIN KLEIN;PRETO - PP;1;72,27;179;26.03.2021;; R$ 72,27 ;179
122.581;CAMISETA MASC MC INFANTIL REAT FRENTE RETANGULO CALVIN KLEIN;PRETO - 14;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.581;CAMISETA MASC MC INFANTIL REAT FRENTE RETANGULO CALVIN KLEIN;PRETO - 6;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.583;CALCA MASC JEANS COLOR FIVE POCKETS INFINITE CALVIN KLEIN;JEANS BRANCO - 38;1;181,36;439;26.03.2021;; R$ 181,36 ;439
122.585;TOP FEM CROPPED TRICOT MOHAIR GOLA ALTA SKAZI;OFF WHITE - P;3;219,9;527,89;26.03.2021;; R$ 659,70 ;1583,67
122.585;TOP FEM CROPPED TRICOT MOHAIR GOLA ALTA SKAZI;OFF WHITE - M;1;219,9;527,89;26.03.2021;; R$ 219,90 ;527,89
122.582;CAMISA MASC MC POLO INFANTIL LISTRA PIQ CALVIN KLEIN;AZUL MEDIO - 12;1;66,19;159;26.03.2021;; R$ 66,19 ;159
122.582;CAMISA MASC MC POLO INFANTIL LISTRA PIQ CALVIN KLEIN;AZUL MEDIO - 14;1;66,19;159;26.03.2021;; R$ 66,19 ;159
122.582;CAMISA MASC MC POLO INFANTIL LISTRA PIQ CALVIN KLEIN;AZUL MEDIO - 4;1;66,19;159;26.03.2021;; R$ 66,19 ;159
122.582;CAMISA MASC MC POLO INFANTIL LISTRA PIQ CALVIN KLEIN;AZUL MEDIO - 8;1;66,19;159;26.03.2021;; R$ 66,19 ;159
122.586;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BEGE/BRANCO - M;2;83,58;189;26.03.2021;; R$ 167,16 ;378
121.975;BLUSA FEM ML CROPPED TRICOT MANGA PUFF SKAZI;CEREJA - P;1;289,89;699,01;25.02.2021;; R$ 289,89 ;699,01
122.584;SAIA MIDI FEM ESTAMPA DISCOCLUB COLCCI;PRETO - M;1;114,67;259,01;26.03.2021;; R$ 114,67 ;259,01
122.584;SAIA MIDI FEM ESTAMPA DISCOCLUB COLCCI;PRETO - G;1;114,67;259,01;26.03.2021;; R$ 114,67 ;259,01
122.589;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BRANCO - PP;1;79,2;179;26.03.2021;; R$ 79,20 ;179
122.589;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BRANCO - P;1;79,2;179;26.03.2021;; R$ 79,20 ;179
122.589;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;PRETO - P;1;79,2;179;26.03.2021;; R$ 79,20 ;179
122.589;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BRANCO - M;1;79,2;179;26.03.2021;; R$ 79,20 ;179
122.589;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;PRETO - M;1;79,2;179;26.03.2021;; R$ 79,20 ;179
122.589;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BRANCO - GG;1;79,2;179;26.03.2021;; R$ 79,20 ;179
122.592;BLUSA FEM ML TRICOLINE OMBRO DRAPEADO SKAZI;AZUL BIC - PP;1;279,89;679,01;26.03.2021;; R$ 279,89 ;679,01
122.592;BLUSA FEM ML TRICOLINE OMBRO DRAPEADO SKAZI;AZUL BIC - P;1;279,89;679,01;26.03.2021;; R$ 279,89 ;679,01
122.592;BLUSA FEM ML TRICOLINE OMBRO DRAPEADO SKAZI;AZUL BIC - M;1;279,89;679,01;26.03.2021;; R$ 279,89 ;679,01
122.594;CAMISETA FEM MC ESTAMPA MICKEY COLCCI;OFF SHELL - PP;2;83,58;189;26.03.2021;; R$ 167,16 ;378
122.594;CAMISETA FEM MC ESTAMPA MICKEY COLCCI;OFF SHELL - P;2;83,58;189;26.03.2021;; R$ 167,16 ;378
122.594;CAMISETA FEM MC ESTAMPA MICKEY COLCCI;OFF SHELL - M;1;83,58;189;26.03.2021;; R$ 83,58 ;189
122.593;CONJUNTO FEM BLUSA CROPPED E SAIA  METALASSE BORDADO SKAZI;VERDE - PP;1;699,9;1.689,00;26.03.2021;; R$ 699,90 ;1689
122.593;CONJUNTO FEM BLUSA CROPPED E SAIA  METALASSE BORDADO SKAZI;VERDE - P;2;699,9;1.689,00;26.03.2021;; R$ 1.399,80 ;3378
122.590;VESTIDO FEM ML CURTO OMBRO A OMBRO SKAZI;OFF WHITE - P;1;899,9;2.169,03;26.03.2021;; R$ 899,90 ;2169,03
122.431;MACACAO FEM MC ALFAIATARIA PESPONTO COM FAIXA SKAZI;OFF WHITE - P;1;449,9;1.088,98;19.03.2021;; R$ 449,90 ;1088,98
122.593;CONJUNTO FEM BLUSA CROPPED E SAIA  METALASSE BORDADO SKAZI;VERDE - G;1;699,9;1.689,00;26.03.2021;; R$ 699,90 ;1689
122.595;CASACO FEM ML PELOS ZIPER BORDADO PATBO;MARROM - 42;1;1.124,17;2.698,01;26.03.2021;; R$ 1.124,17 ;2698,01
122.596;CALCA FEM PREGAS PESPONTO PATBO;AZUL ESCURO - 36;1;412,08;988,99;27.03.2021;; R$ 412,08 ;988,99
122.600;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BRANCO - PP;1;128,27;289,01;27.03.2021;; R$ 128,27 ;289,01
122.600;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BRANCO - M;1;128,27;289,01;27.03.2021;; R$ 128,27 ;289,01
122.598;CAMISETA MASC MC ESTAMPA TURMA DO MICKEY COLCCI;VERMELHO PERSIM - P;1;79,2;179;27.03.2021;; R$ 79,20 ;179
122.598;CAMISETA MASC MC ESTAMPA TURMA DO MICKEY COLCCI;VERMELHO PERSIM - M;1;79,2;179;27.03.2021;; R$ 79,20 ;179
122.599;CAMISETA FEM MC ESTAMPA PATETA COLCCI;OFF SHELL - PP;2;74,83;169;27.03.2021;; R$ 149,66 ;338
122.599;CAMISETA FEM MC ESTAMPA PATETA COLCCI;OFF SHELL - P;1;74,83;169;27.03.2021;; R$ 74,83 ;169
122.601;BOLSA FEM LEONA BUN TOAST DE PALHA ALCA BAMBU SERPUI;MARROM CLARO - UN;1;950;2.185,00;27.03.2021;; R$ 950,00 ;2185
122.601;BOLSA FEM LEONA BUN TOAST DE PALHA ALCA BAMBU SERPUI;PRETO - UN;1;950;2.185,00;27.03.2021;; R$ 950,00 ;2185
122.604; CAMISETA MASC MC ESTAMPA TURMA DO MICKEY COLCCI;BEGE/BRANCO - P;1;79,2;179;27.03.2021;; R$ 79,20 ;179
122.604; CAMISETA MASC MC ESTAMPA TURMA DO MICKEY COLCCI;BEGE/BRANCO - G;1;79,2;179;27.03.2021;; R$ 79,20 ;179
122.609;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BRANCO - P;1;79,2;179;27.03.2021;; R$ 79,20 ;179
122.609;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;BRANCO - M;1;79,2;179;27.03.2021;; R$ 79,20 ;179
122.611;TOP FEM MC COTTON FLOWERS DET TORCIDO PATBO;AZUL EST.FLORES - 38;1;412,08;988,99;27.03.2021;; R$ 412,08 ;988,99
122.615;BLUSA FEM ML MOLETOM BORDADO DET. FRANJAS PATBO;PRETO - P;1;457,5;1.098,00;27.03.2021;; R$ 457,50 ;1098
122.616;CALCA FEM LINHO ALFAIATARIA COLCCI;PRETO - 40;1;181,25;407,99;29.03.2021;; R$ 181,25 ;407,99
122.612;CAMISA FEM ML COTTON FLOWERS DET. GRIPER PATBO;ROSA EST.FLORES - 38;1;499,17;1.198,01;27.03.2021;; R$ 499,17 ;1198,01
122.612;CAMISA FEM ML COTTON FLOWERS DET. GRIPER PATBO;AZUL EST.FLORES - 36;1;499,17;1.198,01;27.03.2021;; R$ 499,17 ;1198,01
122.614;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;AZUL LIFE - PP;1;83,58;189;27.03.2021;; R$ 83,58 ;189
122.614;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;AZUL LIFE - P;2;83,58;189;27.03.2021;; R$ 167,16 ;378
122.614;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;VERDE MAILON - P;1;83,58;189;27.03.2021;; R$ 83,58 ;189
122.614;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;AZUL LIFE - M;2;83,58;189;27.03.2021;; R$ 167,16 ;378
122.614;CAMISETA MASC MC ESTAMPA MICKEY COLCCI;VERDE MAILON - G;1;83,58;189;27.03.2021;; R$ 83,58 ;189
122.617;BLUSA FEM ML BORDADA  AMARRACAO PATBO;PINK - 36;1;520,83;1.249,99;29.03.2021;; R$ 520,83 ;1249,99
122.617;BLUSA FEM ML BORDADA  AMARRACAO PATBO;PINK - 38;1;520,83;1.249,99;29.03.2021;; R$ 520,83 ;1249,99
122.619;JAQUETA FEM ML BORDADA BOLSOS CORDAO PATBO;BEGE - 40;1;941,67;2.260,01;29.03.2021;; R$ 941,67 ;2260,01
122.619;JAQUETA FEM ML BORDADA BOLSOS CORDAO PATBO;BEGE - 42;1;941,67;2.260,01;29.03.2021;; R$ 941,67 ;2260,01
122.403;BLUSA FEM ML PREGAS MANGA BORDADA PATBO;VERDE ESCURO - 38;1;537,08;1.288,99;18.03.2021;; R$ 537,08 ;1288,99
122.620;CALCA FEM COS ALTO PREGAS PATBO;BEGE - 36;1;414,58;994,99;29.03.2021;; R$ 414,58 ;994,99
122.622;TOP FEM TRANSPASSADO CRUZADA COSTAS PATBO;ROSE - 36;1;290,83;697,99;29.03.2021;; R$ 290,83 ;697,99
122.622;TOP FEM TRANSPASSADO CRUZADA COSTAS PATBO;ROSE - 38;1;290,83;697,99;29.03.2021;; R$ 290,83 ;697,99
122.622;TOP FEM TRANSPASSADO CRUZADA COSTAS PATBO;MARROM - 38;1;290,83;697,99;29.03.2021;; R$ 290,83 ;697,99
122.624;BLUSA FEM ML MOLETOM CURTO DENIM DRIFT FABIANA MILAZZO;AZUL - 36;1;415;998,99;29.03.2021;; R$ 415,00 ;998,99
122.624;BLUSA FEM ML MOLETOM CURTO DENIM DRIFT FABIANA MILAZZO;AZUL - 38;1;415;998,99;29.03.2021;; R$ 415,00 ;998,99
122.627;BLUSAO MOLETOM FEM ML ESTAMPA PATO DONALD COLCCI;VERDE MAILON - PP;1;128,02;289,01;29.03.2021;; R$ 128,02 ;289,01
122.625;CALCA FEM JOGGING DET. LAT MALHA CORDAO FABIANA MILAZZO;AZUL - 36;1;229;558,99;29.03.2021;; R$ 229,00 ;558,99
122.623;BLUSAO MOLETOM FEM ML CROPPED EST.TURMA DO MICKEY COLCCI;LARANJA - M;1;114,67;259,01;29.03.2021;; R$ 114,67 ;259,01
122.625;CALCA FEM JOGGING DET. LAT MALHA CORDAO FABIANA MILAZZO;AZUL - 38;1;229;558,99;29.03.2021;; R$ 229,00 ;558,99
122.626;CAMISETA MASC ESTAMPA MICKEY COLCCI;BRANCO - PP;1;83,58;189;29.03.2021;; R$ 83,58 ;189
122.626;CAMISETA MASC ESTAMPA MICKEY COLCCI;BRANCO - P;2;83,58;189;29.03.2021;; R$ 167,16 ;378
122.626;CAMISETA MASC ESTAMPA MICKEY COLCCI;BRANCO - M;2;83,58;189;29.03.2021;; R$ 167,16 ;378
122.531;CAMISA MASC POLO MC COLCCI;AZUL LIFE - G;1;76,94;173;24.03.2021;; R$ 76,94 ;173
122.335;CAMISA POLO MASC MC ESTAMPADA COLCCI;VERDE GAFFA - M;1;76,94;173;16.03.2021;; R$ 76,94 ;173
122.335;CAMISA POLO MASC MC ESTAMPADA COLCCI;VERDE GAFFA - GG;1;76,94;173;16.03.2021;; R$ 76,94 ;173
122.630;CROPPED FEM MC COM OMBREIRAS E AMARRACAO ANIMALE JEANS;OFF WHITE - PP;1;91,2;228;29.03.2021;; R$ 91,20 ;228
122.630;CROPPED FEM MC COM OMBREIRAS E AMARRACAO ANIMALE JEANS;OFF WHITE - M;1;91,2;228;29.03.2021;; R$ 91,20 ;228
122.631;CAMISETA MASC MC ESTAMPA PASSAROS COLCCI;MARROM - P;1;71,72;162;29.03.2021;; R$ 71,72 ;162
122.630;CROPPED FEM MC COM OMBREIRAS E AMARRACAO ANIMALE JEANS;PRETO - P;1;91,2;228;29.03.2021;; R$ 91,20 ;228
122.630;CROPPED FEM MC COM OMBREIRAS E AMARRACAO ANIMALE JEANS;PRETO - PP;1;91,2;228;29.03.2021;; R$ 91,20 ;228
122.631;CAMISETA MASC MC ESTAMPA PASSAROS COLCCI;MARROM - M;1;71,72;162;29.03.2021;; R$ 71,72 ;162
122.632;CAMISA MASC POLO MC COLCCI;MARROM CRIVO - M;1;76,94;173;29.03.2021;; R$ 76,94 ;173
122.632;CAMISA MASC POLO MC COLCCI;VERMELHO BORDAL  - M;1;76,94;173;29.03.2021;; R$ 76,94 ;173
122.632;CAMISA MASC POLO MC COLCCI;MARROM CRIVO - G;2;76,94;173;29.03.2021;; R$ 153,88 ;346
122.631;CAMISETA MASC MC ESTAMPA PASSAROS COLCCI;MARROM - G;1;71,72;162;29.03.2021;; R$ 71,72 ;162
122.634;CAMISA POLO MASC MC COLCCI;AZUL ETEREO - M;1;76,94;173;29.03.2021;; R$ 76,94 ;173
122.633;BLUSA FEM SEM MANGA MOLETOM COM CAPUZ ANIMALE JEANS;ROSA - PP;1;119,2;298;29.03.2021;; R$ 119,20 ;298
122.635;VESTIDO FEM LONGO DRAGAO TATOO LENNON ANIMALE;AZUL EST.DRAGAO - P;1;226,36;548,99;29.03.2021;; R$ 226,36 ;548,99
122.635;VESTIDO FEM LONGO DRAGAO TATOO LENNON ANIMALE;AZUL EST.DRAGAO - M;1;226,36;548,99;29.03.2021;; R$ 226,36 ;548,99
122.097;TOP FEM MC TRICOT GOLINHA CANELADO FARM;SALMAO - P;1;84,5;189;02.03.2021;; R$ 84,50 ;189
122.636;CALCA FEM BASIC SKINNY HIGH DET. ZIPER ANIMALE;PRETO - 38;1;362,73;879;29.03.2021;; R$ 362,73 ;879
122.636;CALCA FEM BASIC SKINNY HIGH DET. ZIPER ANIMALE;PRETO - 40;1;362,73;879;29.03.2021;; R$ 362,73 ;879
122.641;SAIA FEM MIDI PATCH DE ONCA POP FARM;EST. ONCA POP - M;1;149;329,01;29.03.2021;; R$ 149,00 ;329,01
122.637;CAMISA POLO MASC MC ESTAMPA FOLHAS COLCCI;CINZA CLARO - M;1;103,02;232;29.03.2021;; R$ 103,02 ;232
122.637;CAMISA POLO MASC MC ESTAMPA FOLHAS COLCCI;CINZA CLARO - G;1;103,02;232;29.03.2021;; R$ 103,02 ;232
122.641;SAIA FEM MIDI PATCH DE ONCA POP FARM;EST. ONCA POP - P;1;149;329,01;29.03.2021;; R$ 149,00 ;329,01
122.639;CAMISA MASC XADREZ CLASSIC ML COLCCI;XADREZ VERDE - P;1;166,91;375;29.03.2021;; R$ 166,91 ;375
122.639;CAMISA MASC XADREZ CLASSIC ML COLCCI;XADREZ VERDE - M;1;166,91;375;29.03.2021;; R$ 166,91 ;375
122.639;CAMISA MASC XADREZ CLASSIC ML COLCCI;XADREZ VERDE - GG;1;166,91;375;29.03.2021;; R$ 166,91 ;375
122.642;VESTIDO FEM MC TSHIRT ONCA FLORIDA FARM;PRETO EST.FLORES - P;1;139,5;309,01;29.03.2021;; R$ 139,50 ;309,01
122.643;CALCA JEANS MASC FELIPE COLCCI;INDIGO - 40;1;246,45;553,99;29.03.2021;; R$ 246,45 ;553,99
122.644;BLUSA FEM MC FLORA LUCIA AMARRACAO FARM;ROSA FLORAL - P;2;124,5;279;30.03.2021;; R$ 249,00 ;558
122.264;VESTIDO CURTO FEM MC COLCCI;MARROM FEIJO - P;1;127,79;288;13.03.2021;; R$ 127,79 ;288
122.644;BLUSA FEM MC FLORA LUCIA AMARRACAO FARM;ROSA FLORAL - G;1;124,5;279;30.03.2021;; R$ 124,50 ;279
122.645;BODY FEM MC ESTAMPA SONHO DE FLORESTA FARM;PRETO EST.FLORESTA - P;1;139,5;309,01;30.03.2021;; R$ 139,50 ;309,01
122.646;VESTIDO FEM ALCINHA CROPPED SONHO DE FLORESTA MIDI FARM;PRETO EST.FLORESTA - M;1;169,5;379;30.03.2021;; R$ 169,50 ;379
122.646;VESTIDO FEM ALCINHA CROPPED SONHO DE FLORESTA MIDI FARM;PRETO EST.FLORESTA - G;1;169,5;379;30.03.2021;; R$ 169,50 ;379
122.647;CAMISA FEM ML FLORESTA FLORIIDA FARM;BEGE LISTRAS PRETA - G;1;149;329,01;30.03.2021;; R$ 149,00 ;329,01
122.650;SHORTS MASC ELASTICO LISO COM LOGO LATERAL CALVIN KLEIN;MARINHO - M;1;108,64;269;30.03.2021;; R$ 108,64 ;269
122.563;CAMISETA MASC MC ESCRITA SHOW YOUR STYLE CALVIN KLEIN;UVA - P;1;67,73;169;26.03.2021;; R$ 67,73 ;169
122.563;CAMISETA MASC MC ESCRITA SHOW YOUR STYLE CALVIN KLEIN;UVA - G;1;67,73;169;26.03.2021;; R$ 67,73 ;169
122.655;JAQUETA FEM CURTA MC OPEN;PRETO - P;2;190;419,01;30.03.2021;; R$ 380,00 ;838,02
122.558;KIT 3 CUECAS MASC BRIEFS ROYAL/PRETO/BRANCO CALVIN KLEIN;1 BRANCA 2 CINZA  - G;1;81,36;199;25.03.2021;; R$ 81,36 ;199
122.558;KIT 3 CUECAS MASC BRIEFS ROYAL/PRETO/BRANCO CALVIN KLEIN;1 BRANCA 2 CINZA  - M;1;81,36;199;25.03.2021;; R$ 81,36 ;199
122.657;BLUSA TRICO FEM ML CURTA  ESTAMPADA OPEN;MESCLA/MARROM - P;1;177;388,99;30.03.2021;; R$ 177,00 ;388,99
122.657;BLUSA TRICO FEM ML CURTA  ESTAMPADA OPEN;MESCLA/MARROM - M;1;177;388,99;30.03.2021;; R$ 177,00 ;388,99
122.653;SAIA MIDI TRICO FEM OPEN;MESCLA - P;1;181;399;30.03.2021;; R$ 181,00 ;399
122.653;SAIA MIDI TRICO FEM OPEN;MESCLA - M;1;181;399;30.03.2021;; R$ 181,00 ;399
122.658;VESTIDO CURTO LINHO FEM ML OPEN;VERDE POWER GREEN - P;1;300;659,01;30.03.2021;; R$ 300,00 ;659,01
122.460;BLUSAO TRICO CANELADO FEM ML DET.MANGAS OPEN;PRETO/BEGE - P;1;340;748,99;22.03.2021;; R$ 340,00 ;748,99
122.662;PIJAMA FEM CASACO MC E SHORTS VINTAGE ARARA MACAW PATBO;ROSA EST.FLORES - M;1;190,91;420;30.03.2021;; R$ 190,91 ;420
122.660;TENIS MASC BAIXO SKATE NOBUCK LISO PUX CADARCO CALVIN KLEIN;CAQUI CLARO - 39;1;181,36;439;30.03.2021;; R$ 181,36 ;439
122.662;PIJAMA FEM CASACO MC E SHORTS VINTAGE ARARA MACAW PATBO;ROSA EST.FLORES - G;2;190,91;420;30.03.2021;; R$ 381,82 ;840
122.662;PIJAMA FEM CASACO MC E SHORTS VINTAGE ARARA MACAW PATBO;ROSA EST.FLORES - GG;1;190,91;420;30.03.2021;; R$ 190,91 ;420
122.247;JAQUETA MASC NYLON ZIPER FRONTAL COLCCI;AZUL LIFE - G;1;346,4;815,01;12.03.2021;; R$ 346,40 ;815,01
122.665;VESTIDO FEM INFANTIL MALHA TARJAS GLITTER  CALVIN KLEIN;CHUMBO - 10;1;85,24;209;30.03.2021;; R$ 85,24 ;209
121.993;PIJAMA FEM CASACO MC E SHORTS ZEBRA PATBO;AZUL MARNHO ZEBRA - G;1;190,91;420;25.02.2021;; R$ 190,91 ;420
122.663;PIJAMA FEM CASACO MC E SHORTS LISTRADO GINK PATBO;BEGE - G;1;190,91;420;30.03.2021;; R$ 190,91 ;420
122.663;PIJAMA FEM CASACO MC E SHORTS LISTRADO GINK PATBO;SALMAO - P;1;190,91;420;30.03.2021;; R$ 190,91 ;420
122.271;PIJAMA FEM CASACO ML BOTOES E CALCA ELASTICO LISTRADO PATBO;BEGE LISTRADO - GG;1;231,82;590,01;13.03.2021;; R$ 231,82 ;590,01
122.664;CALCA JEANS FEM FIVE POCKETS CINTURA ALTA PRETA CALVIN KLEIN;PRETO - 34;1;135,91;329;30.03.2021;; R$ 135,91 ;329
122.664;CALCA JEANS FEM FIVE POCKETS CINTURA ALTA PRETA CALVIN KLEIN;PRETO - 38;2;135,91;329;30.03.2021;; R$ 271,82 ;658
122.664;CALCA JEANS FEM FIVE POCKETS CINTURA ALTA PRETA CALVIN KLEIN;PRETO - 42;1;135,91;329;30.03.2021;; R$ 135,91 ;329
122.665;VESTIDO FEM INFANTIL MALHA TARJAS GLITTER  CALVIN KLEIN;CHUMBO - 12;1;85,24;209;30.03.2021;; R$ 85,24 ;209
122.665;VESTIDO FEM INFANTIL MALHA TARJAS GLITTER  CALVIN KLEIN;CHUMBO - 14;2;85,24;209;30.03.2021;; R$ 170,48 ;418
122.665;VESTIDO FEM INFANTIL MALHA TARJAS GLITTER  CALVIN KLEIN;CHUMBO - 16;2;85,24;209;30.03.2021;; R$ 170,48 ;418
122.665;VESTIDO FEM INFANTIL MALHA TARJAS GLITTER  CALVIN KLEIN;CHUMBO - 6;1;85,24;209;30.03.2021;; R$ 85,24 ;209
122.667;CASACO MOLETOM MASC ML INFANTIL FULL CAPUZ CALVIN KLEIN;BRANCO - 6;1;104,29;259;30.03.2021;; R$ 104,29 ;259
122.666;PIJAMA FEM CASACO ML E CALCA ALGAS BARRADO PATBO;LARANJA - G;1;231,82;510;30.03.2021;; R$ 231,82 ;510
122.669;CALCA JEANS MASC FIVE POCKETS SUPER SKINNY CALVIN KLEIN;AZUL CLARO - 36;1;145;349;31.03.2021;; R$ 145,00 ;349
122.669;CALCA JEANS MASC FIVE POCKETS SUPER SKINNY CALVIN KLEIN;AZUL CLARO - 38;1;145;349;31.03.2021;; R$ 145,00 ;349
122.669;CALCA JEANS MASC FIVE POCKETS SUPER SKINNY CALVIN KLEIN;MARINHO - 40;1;145;349;31.03.2021;; R$ 145,00 ;349
122.669;CALCA JEANS MASC FIVE POCKETS SUPER SKINNY CALVIN KLEIN;MARINHO - 44;1;145;349;31.03.2021;; R$ 145,00 ;349
122.669;CALCA JEANS MASC FIVE POCKETS SUPER SKINNY CALVIN KLEIN;MARINHO - 46;1;145;349;31.03.2021;; R$ 145,00 ;349
123.244;VESTIDO FEM MC CURTO LINHO BOTOES OPEN;CINZA SCREEN - P;1;218;478,99;29.04.2021;; R$ 218,00 ;478,99
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;ROSA MEDIO - 10;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.670;BERMUDA MASC INFANTIL COLOR CHIO SARJA REAT CALVIN KLEIN;CAQUI CLARO - 10;1;85,24;209;31.03.2021;; R$ 85,24 ;209
122.670;BERMUDA MASC INFANTIL COLOR CHIO SARJA REAT CALVIN KLEIN;CAQUI CLARO - 12;1;85,24;209;31.03.2021;; R$ 85,24 ;209
122.670;BERMUDA MASC INFANTIL COLOR CHIO SARJA REAT CALVIN KLEIN;CAQUI CLARO - 6;1;85,24;209;31.03.2021;; R$ 85,24 ;209
122.670;BERMUDA MASC INFANTIL COLOR CHIO SARJA REAT CALVIN KLEIN;PRETO - 10;1;85,24;209;31.03.2021;; R$ 85,24 ;209
122.670;BERMUDA MASC INFANTIL COLOR CHIO SARJA REAT CALVIN KLEIN;PRETO - 12;1;85,24;209;31.03.2021;; R$ 85,24 ;209
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;ROSA MEDIO - 12;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.670;BERMUDA MASC INFANTIL COLOR CHIO SARJA REAT CALVIN KLEIN;PRETO - 6;1;85,24;209;31.03.2021;; R$ 85,24 ;209
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;ROSA MEDIO - 14;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;ROSA MEDIO - 16;1;42,38;109;26.03.2021;; R$ 42,38 ;109
