Variant Barcode,Handle,Vendor,Option2 Value,Option1 Value,Variant Price,Variant Inventory Qty
'124039,camiseta-ml-ckj-fem-re-issue-retangulo,0,PRETO,G,199.0,1.0
'124039,camiseta-ml-ckj-fem-re-issue-retangulo,0,BRANCO,M,199.0,0.0
'124039,camiseta-ml-ckj-fem-re-issue-retangulo,0,PRETO,M,199.0,0.0
'124039,camiseta-ml-ckj-fem-re-issue-retangulo,0,BRANCO,P,199.0,0.0
'124039,camiseta-ml-ckj-fem-re-issue-retangulo,CALVIN KLEIN,PRETO,P,199.0,1.0
'124040,bermuda-circular-reat-logo-espelh-later,0,PRETO,8,132.3,0.0
'124040,bermuda-circular-reat-logo-espelh-later,0,PRETO,10,132.3,1.0
'124040,bermuda-circular-reat-logo-espelh-later,0,PRETO,12,132.3,1.0
'124040,bermuda-circular-reat-logo-espelh-later,0,PRETO,14,132.3,0.0
'124040,bermuda-circular-reat-logo-espelh-later,0,PRETO,16,132.3,0.0
'124040,bermuda-circular-reat-logo-espelh-later,CALVIN KLEIN,PRETO,6,132.3,1.0
'124041,bermuda-circular-reat-logo-diagonal,0,MESCLA,14,146.3,0.0
'124041,bermuda-circular-reat-logo-diagonal,0,PRETO,14,146.3,0.0
'124041,bermuda-circular-reat-logo-diagonal,0,MESCLA,12,146.3,1.0
'124041,bermuda-circular-reat-logo-diagonal,0,PRETO,12,146.3,1.0
'124041,bermuda-circular-reat-logo-diagonal,0,MESCLA,10,146.3,0.0
'124041,bermuda-circular-reat-logo-diagonal,0,PRETO,10,146.3,1.0
'124041,bermuda-circular-reat-logo-diagonal,0,MESCLA,8,146.3,0.0
'124041,bermuda-circular-reat-logo-diagonal,0,PRETO,8,146.3,0.0
'124041,bermuda-circular-reat-logo-diagonal,0,MESCLA,6,146.3,1.0
'124041,bermuda-circular-reat-logo-diagonal,CALVIN KLEIN,PRETO,6,146.3,1.0
'124041,bermuda-circular-reat-logo-diagonal,0,PRETO,16,146.3,1.0
'124041,bermuda-circular-reat-logo-diagonal,0,MESCLA,16,146.3,1.0
'124049,camisa-manga-longa-jeanswear-slim-xadrez,0,BRANCO XADREZ,GG,279.3,1.0
'124049,camisa-manga-longa-jeanswear-slim-xadrez,0,BRANCO XADREZ,G,279.3,1.0
'124049,camisa-manga-longa-jeanswear-slim-xadrez,0,BRANCO XADREZ,M,279.3,0.0
'124049,camisa-manga-longa-jeanswear-slim-xadrez,Aramis,BRANCO XADREZ,P,279.3,2.0
'124050,calca-jeans-masculina-five-pockets-skinny,0,AZUL MARINHO,46,329.0,0.0
'124050,calca-jeans-masculina-five-pockets-skinny,0,AZUL MARINHO,44,329.0,0.0
'124050,calca-jeans-masculina-five-pockets-skinny,CALVIN KLEIN,AZUL MARINHO,38,329.0,0.0
'124050,calca-jeans-masculina-five-pockets-skinny,0,AZUL MARINHO,40,329.0,1.0
'124050,calca-jeans-masculina-five-pockets-skinny,0,AZUL MARINHO,42,329.0,0.0
'124056,vestido-curto-frutalera,0,PRETO ESTAMPADO,G,369.0,0.0
'124056,vestido-curto-frutalera,0,PRETO ESTAMPADO,M,369.0,1.0
'124056,vestido-curto-frutalera,FARM,PRETO ESTAMPADO,P,369.0,2.0
'124058,vestido-midi-marias-silk-urucum,0,BEGE CLARO,M,369.0,0.0
'124058,vestido-midi-marias-silk-urucum,FARM,BEGE CLARO,P,369.0,1.0
'124058,vestido-midi-marias-silk-urucum,0,BEGE CLARO,G,369.0,0.0
'124063,camisa-xadrez-manga-longa-casual-regular-1,0,VERDE/ PRETO XADREZ,M,286.3,0.0
'124063,camisa-xadrez-manga-longa-casual-regular-1,0,VERDE/ PRETO XADREZ,G,286.3,0.0
'124063,camisa-xadrez-manga-longa-casual-regular-1,0,VERDE/ PRETO XADREZ,GG,286.3,0.0
'124063,camisa-xadrez-manga-longa-casual-regular-1,Aramis,VERDE/ PRETO XADREZ,P,286.3,1.0
'124068,vestido-midi-gola-lenco-pois-nabuco,ANIMALE,PRETO EST. POIS NABUC,40,549.0,1.0
'124074,vestido-longo-antuerpia,FARM,OFF EST. FLORES,P,549.0,1.0
'124075,blusa-feminina-logo-centralizado,0,BRANCO,G,179.0,1.0
'124075,blusa-feminina-logo-centralizado,CALVIN KLEIN,BRANCO,PP,179.0,2.0
'124075,blusa-feminina-logo-centralizado,0,BRANCO,P,179.0,2.0
'124075,blusa-feminina-logo-centralizado,0,BRANCO,M,179.0,0.0
'124083,vestido-cropped-jutai,FARM,MARROM EST. FOLHAS,P,499.0,1.0
'124085,camiseta-cropped-tie-dye-com-logo,CALVIN KLEIN,PRETO,PP,199.0,1.0
'124085,camiseta-cropped-tie-dye-com-logo,0,PRETO,P,199.0,0.0
'124088,camiseta-mc-ckj-masc-logo-basico-peito,0,ROSA,XGG,139.0,0.0
'124088,camiseta-mc-ckj-masc-logo-basico-peito,0,PRETO,XGG,139.0,1.0
'124088,camiseta-mc-ckj-masc-logo-basico-peito,0,ROSA,GG,139.0,0.0
'124088,camiseta-mc-ckj-masc-logo-basico-peito,0,PRETO,GG,139.0,0.0
'124088,camiseta-mc-ckj-masc-logo-basico-peito,0,ROSA,G,139.0,1.0
'124088,camiseta-mc-ckj-masc-logo-basico-peito,0,PRETO,G,139.0,0.0
'124088,camiseta-mc-ckj-masc-logo-basico-peito,0,ROSA,M,139.0,2.0
'124088,camiseta-mc-ckj-masc-logo-basico-peito,0,PRETO,M,139.0,1.0
'124088,camiseta-mc-ckj-masc-logo-basico-peito,0,ROSA,P,139.0,1.0
'124088,camiseta-mc-ckj-masc-logo-basico-peito,CALVIN KLEIN,PRETO,P,139.0,1.0
'124091,calca-circular-reat-logo-frente,0,INDIGO,10,195.3,1.0
'124091,calca-circular-reat-logo-frente,0,INDIGO,12,195.3,1.0
'124091,calca-circular-reat-logo-frente,0,INDIGO,8,195.3,1.0
'124091,calca-circular-reat-logo-frente,CALVIN KLEIN,INDIGO,6,195.3,1.0
'124091,calca-circular-reat-logo-frente,0,INDIGO,14,195.3,1.0
'124094,pijama-m-l-e-calca-viscolight,0,MESCLA,G,309.0,0.0
'124094,pijama-m-l-e-calca-viscolight,0,MESCLA,GG,309.0,0.0
'124094,pijama-m-l-e-calca-viscolight,CALVIN KLEIN,MESCLA,M,309.0,2.0
'124106,vestido-feminino-curto-mar-de-oncinha,FARM,ESTAMPA ONÇA,M,299.0,1.0
'124115,conjunto-blusa-e-calca-moletom,0,MESCLA,G,789.0,0.0
'124115,conjunto-blusa-e-calca-moletom,0,OFF WHITE,G,789.0,1.0
'124115,conjunto-blusa-e-calca-moletom,0,MESCLA,M,789.0,1.0
'124115,conjunto-blusa-e-calca-moletom,CALVIN KLEIN,OFF WHITE,M,789.0,2.0
'124129,bermuda-color-canvas-ellus,0,0,46,279.0,1.0
'124142,bermuda-moletom-calvin-klein,0,AZUL,14,209.0,2.0
'124142,bermuda-moletom-calvin-klein,0,AZUL,8,209.0,2.0
'124142,bermuda-moletom-calvin-klein,0,AZUL,12,209.0,2.0
'124142,bermuda-moletom-calvin-klein,0,AZUL,10,209.0,2.0
'124142,bermuda-moletom-calvin-klein,CALVIN KLEIN,AZUL,6,209.0,2.0
'124142,bermuda-moletom-calvin-klein,0,AZUL,16,209.0,1.0
'124144,pijama-doll-viscolight-calvin-klein,0,MESCLA,G,269.0,1.0
'124144,pijama-doll-viscolight-calvin-klein,0,MESCLA,M,269.0,2.0
'124144,pijama-doll-viscolight-calvin-klein,0,MESCLA,GG,269.0,1.0
'124144,pijama-doll-viscolight-calvin-klein,CALVIN KLEIN,MESCLA,P,269.0,1.0
'124145,blusa-slim-cot-reat-logo-calvin-klein,CALVIN KLEIN,BRANCO,PP,179.0,0.0
'124145,blusa-slim-cot-reat-logo-calvin-klein,0,BRANCO,P,179.0,2.0
'124168,vestido-cropped-com-manga-onca-da-noite-farm,0,OFF EST. ONÇA,M,529.0,0.0
'124168,vestido-cropped-com-manga-onca-da-noite-farm,FARM,OFF EST. ONÇA,P,529.0,1.0
'124185,blusa-cropped-banana-estelar,FARM,ROXO ESTAMPADO,P,219.0,1.0
'124185,blusa-cropped-banana-estelar,0,ROXO ESTAMPADO,M,219.0,0.0
'124187,vestido-revoada-rainbow-farm,FARM,VERDE EST. PÁSSAROS,P,399.0,1.0
'124188,vestido-romance-de-inverno,FARM,MARINHO EST. FLORES,P,389.0,1.0
'124188,vestido-romance-de-inverno,0,MARINHO EST. FLORES,GG,389.0,0.0
'124193,vestido-listra-poema-animale,0,OFF LISTRAS PRETAS,G,489.0,2.0
'124193,vestido-listra-poema-animale,ANIMALE,OFF LISTRAS PRETAS,P,489.0,2.0
'124193,vestido-listra-poema-animale,0,OFF LISTRAS PRETAS,M,489.0,2.0
'124204,regata-romance-de-inverno,FARM,MARINHO EST. FLORES,P,199.0,1.0
'124204,regata-romance-de-inverno,0,MARINHO EST. FLORES,M,199.0,0.0
'124206,vestido-sonho-de-fruta-farm,FARM,AMARELO EST. FRUTA,P,479.0,1.0
'124206,vestido-sonho-de-fruta-farm,0,AMARELO EST. FRUTA,M,479.0,0.0
'124207,vestido-cropped-danca-de-listra-farm,0,COLORIDO EST. GEOMÉTRICA,G,439.0,0.0
'124207,vestido-cropped-danca-de-listra-farm,FARM,COLORIDO EST. GEOMÉTRICA,P,439.0,1.0
'124208,top-folhagem-fresca,0,PRETO EST. FOLHAS,G,179.0,1.0
'124208,top-folhagem-fresca,FARM,PRETO EST. FOLHAS,M,179.0,0.0
'124209,calca-pantalona-folha-de-tinta,FARM,AZUL EST. FOLHAS,P,389.0,0.0
'124209,calca-pantalona-folha-de-tinta,0,AZUL EST. FOLHAS,M,389.0,1.0
'124211,blusa-cropped-manga-pregas,FARM,ROSA,P,259.0,0.0
'124211,blusa-cropped-manga-pregas,0,ROSA,M,259.0,1.0
'124214,macaquinho-tapete-de-cor,0,COLORIDO EST. GEOMÉTRICA,M,329.0,1.0
'124214,macaquinho-tapete-de-cor,0,COLORIDO EST. GEOMÉTRICA,G,329.0,1.0
'124214,macaquinho-tapete-de-cor,0,COLORIDO EST. GEOMÉTRICA,GG,329.0,1.0
'124214,macaquinho-tapete-de-cor,FARM,COLORIDO EST. GEOMÉTRICA,P,329.0,1.0
'124216,top-cropped-tricoline-retro,0,AZUL CLARO,36,720.0,1.0
'124216,top-cropped-tricoline-retro,0,OFF WHITE,40,720.0,1.0
'124216,top-cropped-tricoline-retro,0,AZUL CLARO,40,720.0,0.0
'124216,top-cropped-tricoline-retro,0,AZUL CLARO,38,720.0,1.0
'124216,top-cropped-tricoline-retro,0,OFF WHITE,38,720.0,2.0
'124216,top-cropped-tricoline-retro,0,LARANJA,38,720.0,0.0
'124216,top-cropped-tricoline-retro,0,OFF WHITE,36,720.0,0.0
'124216,top-cropped-tricoline-retro,0,LARANJA,40,720.0,1.0
'124216,top-cropped-tricoline-retro,PATBO,LARANJA,36,720.0,0.0
'124217,calca-pop-stripes-off-white,0,OFF WHITE LISTRADO,42,1050.0,1.0
'124217,calca-pop-stripes-off-white,0,OFF WHITE LISTRADO,40,1050.0,1.0
'124217,calca-pop-stripes-off-white,0,OFF WHITE LISTRADO,38,1050.0,2.0
'124217,calca-pop-stripes-off-white,PATBO,OFF WHITE LISTRADO,36,1050.0,2.0
'124218,blusa-amarracao-pop-stripes-off-white,0,OFF WHITE LISTRADO,40,970.0,2.0
'124218,blusa-amarracao-pop-stripes-off-white,PATBO,OFF WHITE LISTRADO,38,970.0,2.0
'124219,short-clochard-tricoline-retro,0,AZUL ESCURO,40,598.0,0.0
'124219,short-clochard-tricoline-retro,0,AZUL ESCURO,38,598.0,1.0
'124219,short-clochard-tricoline-retro,0,LARANJA,40,598.0,1.0
'124219,short-clochard-tricoline-retro,0,OFF WHITE,38,598.0,2.0
'124219,short-clochard-tricoline-retro,0,LARANJA,38,598.0,1.0
'124219,short-clochard-tricoline-retro,0,AZUL ESCURO,36,598.0,1.0
'124219,short-clochard-tricoline-retro,0,OFF WHITE,36,598.0,2.0
'124219,short-clochard-tricoline-retro,PATBO,LARANJA,36,598.0,1.0
'124219,short-clochard-tricoline-retro,0,OFF WHITE,40,598.0,1.0
'124220,camisa-pop-stripes-off-white,0,OFF WHITE LISTRADO,38,1098.0,1.0
'124220,camisa-pop-stripes-off-white,PATBO,OFF WHITE LISTRADO,36,1098.0,1.0
'124223,regata-floral-padang-lenco,FARM,OFF EST. FLORES,P,199.0,0.0
'124223,regata-floral-padang-lenco,0,OFF EST. FLORES,M,199.0,1.0
'124226,top-double-coracao-de-morango,0,MARROM EST. MORANGO,G,179.0,1.0
'124226,top-double-coracao-de-morango,FARM,MARROM EST. MORANGO,P,179.0,1.0
'124226,top-double-coracao-de-morango,0,MARROM EST. MORANGO,M,179.0,1.0
'124227,vestido-midi-banana-pintada,0,PRETO EST. BANANA,M,419.0,1.0
'124227,vestido-midi-banana-pintada,FARM,PRETO EST. BANANA,P,419.0,1.0
'124227,vestido-midi-banana-pintada,0,PRETO EST. BANANA,G,419.0,0.0
'124229,vestido-curto-banana-patch,FARM,PRETO EST. BANANA,P,389.0,0.0
'124229,vestido-curto-banana-patch,0,PRETO EST. BANANA,M,389.0,0.0
'124229,vestido-curto-banana-patch,0,PRETO EST. BANANA,GG,389.0,0.0
'124230,vestido-danca-na-floresta-farm,0,PRETO EST. FLORESTA,G,389.0,1.0
'124230,vestido-danca-na-floresta-farm,0,PRETO EST. FLORESTA,M,389.0,1.0
'124230,vestido-danca-na-floresta-farm,0,PRETO EST. FLORESTA,GG,389.0,0.0
'124230,vestido-danca-na-floresta-farm,FARM,PRETO EST. FLORESTA,P,389.0,1.0
'124236,vestido-tapecaria-tropical-lenco-farm,0,VERDE EST. TROPICAL,M,309.0,1.0
'124236,vestido-tapecaria-tropical-lenco-farm,0,VERDE EST. TROPICAL,G,309.0,1.0
'124236,vestido-tapecaria-tropical-lenco-farm,0,VERDE EST. TROPICAL,GG,309.0,1.0
'124236,vestido-tapecaria-tropical-lenco-farm,0,VERDE EST. TROPICAL,P,309.0,1.0
'124236,vestido-tapecaria-tropical-lenco-farm,FARM,VERDE EST. TROPICAL,PP,309.0,0.0
'124242,calca-linho-com-cinto,OPEN,OFF SHELL,P,349.0,1.0
'124246,camiseta-mc-regular-full-meia-seco-gc,CALVIN KLEIN,MARINHO,P,269.0,0.0
'124246,camiseta-mc-regular-full-meia-seco-gc,0,MARINHO,M,269.0,1.0
'124246,camiseta-mc-regular-full-meia-seco-gc,0,MARINHO,G,269.0,0.0
'124250,carteira-ziper-bea-ver-black-bw-victor-hugo,Victor Hugo,MARROM,UN,659.0,2.0
'124252,vestido-multicolorido-tricoline-retro,0,LARANJA/ AZUL/ OFF,40,1558.0,2.0
'124252,vestido-multicolorido-tricoline-retro,PATBO,LARANJA/ AZUL/ OFF,36,1558.0,1.0
'124252,vestido-multicolorido-tricoline-retro,0,LARANJA/ AZUL/ OFF,38,1558.0,1.0
'124255,top-bordado-disco,PATBO,ROSA,36,1158.0,1.0
'124256,bolsa-ada-toy-alca-mao-transversal-victor-hugo,Victor Hugo,PRETO,UN,1319.0,1.0
'124261,macacao-visco-summer,PATBO,BEGE,36,1780.0,1.0
'124261,macacao-visco-summer,0,BEGE,38,1780.0,1.0
'124261,macacao-visco-summer,0,BEGE,40,1780.0,1.0
'124263,vestido-curto-lastex-disco,PATBO,AZUL,36,1250.0,1.0
'124263,vestido-curto-lastex-disco,0,AZUL,38,1250.0,1.0
'124263,vestido-curto-lastex-disco,0,AZUL,40,1250.0,1.0
'124264,macacao-disco,0,AZUL,38,1558.0,1.0
'124264,macacao-disco,PATBO,AZUL,36,1558.0,0.0
'124265,calca-ferragem-disco,0,ROSA,38,1098.0,0.0
'124265,calca-ferragem-disco,0,AZUL,38,1098.0,1.0
'124265,calca-ferragem-disco,0,OFF WHITE,38,1098.0,0.0
'124265,calca-ferragem-disco,0,OFF WHITE,40,1098.0,0.0
'124265,calca-ferragem-disco,0,AZUL,36,1098.0,0.0
'124265,calca-ferragem-disco,PATBO,OFF WHITE,36,1098.0,0.0
'124265,calca-ferragem-disco,0,AZUL,40,1098.0,0.0
'124265,calca-ferragem-disco,0,ROSA,36,1098.0,0.0
'124265,calca-ferragem-disco,0,ROSA,40,1098.0,1.0
'124267,camiseta-detalhes-bordados-colcci,COLCCI,PRETO,PP,261.0,0.0
'124267,camiseta-detalhes-bordados-colcci,0,PRETO,P,261.0,1.0
'124269,blusa-regata-frontal-colcci,0,VERMELHO IFE,M,197.0,1.0
'124269,blusa-regata-frontal-colcci,COLCCI,VERMELHO IFE,P,197.0,0.0
'124270,camiseta-amor-em-instantes-colcci,0,PRETO,G,144.0,0.0
'124270,camiseta-amor-em-instantes-colcci,0,PRETO,P,144.0,0.0
'124270,camiseta-amor-em-instantes-colcci,COLCCI,PRETO,PP,144.0,0.0
'124270,camiseta-amor-em-instantes-colcci,0,PRETO,M,144.0,1.0
'124271,camiseta-rock-landscape-colcci,COLCCI,OFF SHELL,PP,144.0,1.0
'124271,camiseta-rock-landscape-colcci,0,OFF SHELL,P,144.0,1.0
'124274,short-marina-colcci-1,0,JEANS INDIGO,38,375.0,1.0
'124274,short-marina-colcci-1,0,JEANS INDIGO,36,375.0,1.0
'124274,short-marina-colcci-1,COLCCI,JEANS INDIGO,34,375.0,1.0
'124277,camiseta-escrita-alto-relevo-colcci,COLCCI,AMARELO JOAQUINA,PP,170.0,1.0
'124277,camiseta-escrita-alto-relevo-colcci,0,AMARELO JOAQUINA,P,170.0,0.0
'124277,camiseta-escrita-alto-relevo-colcci,0,AMARELO JOAQUINA,M,170.0,0.0
'124279,regata-etiqueta-transparente-colcci,0,VERDE CYBER LIME,P,112.0,0.0
'124279,regata-etiqueta-transparente-colcci,COLCCI,VERDE CYBER LIME,PP,112.0,1.0
'124280,short-tay-desfiado-colcci,0,JEANS INDIGO,34,399.0,0.0
'124280,short-tay-desfiado-colcci,0,JEANS INDIGO,40,399.0,0.0
'124280,short-tay-desfiado-colcci,0,JEANS INDIGO,38,399.0,0.0
'124280,short-tay-desfiado-colcci,COLCCI,JEANS INDIGO,36,399.0,1.0
'124283,camiseta-natural-como-o-dia-colcci,COLCCI,MARROM CLOVE,PP,112.0,0.0
'124283,camiseta-natural-como-o-dia-colcci,0,MARROM CLOVE,P,112.0,0.0
'124283,camiseta-natural-como-o-dia-colcci,0,MARROM CLOVE,M,112.0,1.0
'124285,blusa-canelada-colcci-3,0,ROSA PINK SUSE,P,232.0,0.0
'124285,blusa-canelada-colcci-3,COLCCI,ROSA PINK SUSE,PP,232.0,1.0
'124285,blusa-canelada-colcci-3,0,ROSA PINK SUSE,M,232.0,0.0
'124286,top-colcci-2,COLCCI,PRETO,PP,203.0,0.0
'124286,top-colcci-2,0,PRETO,M,203.0,1.0
'124286,top-colcci-2,0,PRETO,P,203.0,1.0
'124289,short-tay-colcci-1,0,JEANS INDIGO,36,399.0,0.0
'124289,short-tay-colcci-1,0,JEANS INDIGO,38,399.0,0.0
'124289,short-tay-colcci-1,COLCCI,JEANS INDIGO,34,399.0,1.0
'124291,saia-jeans-colcci,0,JEANS INDIGO,40,349.0,0.0
'124291,saia-jeans-colcci,COLCCI,JEANS INDIGO,36,349.0,0.0
'124291,saia-jeans-colcci,0,JEANS INDIGO,38,349.0,1.0
'124291,saia-jeans-colcci,0,JEANS INDIGO,42,349.0,0.0
'124292,camiseta-estampada-colcci-5,0,OFF SHELL,M,203.0,0.0
'124292,camiseta-estampada-colcci-5,COLCCI,OFF SHELL,PP,203.0,1.0
'124292,camiseta-estampada-colcci-5,0,OFF SHELL,G,203.0,0.0
'124292,camiseta-estampada-colcci-5,0,OFF SHELL,P,203.0,1.0
'124294,calca-jeans-zoe-colcci,COLCCI,JEANS INDIGO,36,378.0,0.0
'124294,calca-jeans-zoe-colcci,0,JEANS INDIGO,38,378.0,1.0
'124294,calca-jeans-zoe-colcci,0,JEANS INDIGO,40,378.0,1.0
'124294,calca-jeans-zoe-colcci,0,JEANS INDIGO,42,378.0,1.0
'124295,vestido-bufante-colcci-1,0,PRETO,GG,232.0,0.0
'124295,vestido-bufante-colcci-1,0,PRETO,G,232.0,0.0
'124295,vestido-bufante-colcci-1,0,PRETO,M,232.0,1.0
'124295,vestido-bufante-colcci-1,COLCCI,PRETO,P,232.0,1.0
'124296,calca-zoe-colcci,0,AMARELO NINEVE,38,399.0,0.0
'124296,calca-zoe-colcci,COLCCI,AMARELO NINEVE,36,399.0,1.0
'124297,calca-pantalona-colcci,0,VERDE JACUIPE,40,399.0,1.0
'124297,calca-pantalona-colcci,0,VERDE JACUIPE,38,399.0,1.0
'124297,calca-pantalona-colcci,COLCCI,VERDE JACUIPE,36,399.0,1.0
'124298,calca-pantalona-colcci-1,0,VERDE CYBER LIME,40,709.0,1.0
'124298,calca-pantalona-colcci-1,0,VERDE CYBER LIME,38,709.0,0.0
'124298,calca-pantalona-colcci-1,COLCCI,VERDE CYBER LIME,36,709.0,1.0
'124299,camisa-bufante-colcci,COLCCI,AMARELO JOAQUINA,PP,396.0,1.0
'124300,bermuda-suki-colcci,COLCCI,JEANS INDIGO,36,399.0,1.0
'124300,bermuda-suki-colcci,0,JEANS INDIGO,40,399.0,1.0
'124300,bermuda-suki-colcci,0,JEANS INDIGO,42,399.0,1.0
'124300,bermuda-suki-colcci,0,JEANS INDIGO,38,399.0,2.0
'124301,calca-detalhe-lateral-colcci,COLCCI,ROSA MARACAIPE,36,349.0,1.0
'124301,calca-detalhe-lateral-colcci,0,ROSA MARACAIPE,38,349.0,1.0
'124301,calca-detalhe-lateral-colcci,0,ROSA MARACAIPE,34,349.0,1.0
'124301,calca-detalhe-lateral-colcci,0,ROSA MARACAIPE,40,349.0,1.0
'124307,calca-pantalona-colcci-2,0,JEANS INDIGO,40,431.0,0.0
'124307,calca-pantalona-colcci-2,0,JEANS INDIGO,38,431.0,1.0
'124307,calca-pantalona-colcci-2,COLCCI,JEANS INDIGO,36,431.0,0.0
'124308,blusa-regata-colcci,0,MARROM FEIJÓ,P,290.0,1.0
'124308,blusa-regata-colcci,0,MARROM FEIJÓ,M,290.0,1.0
'124308,blusa-regata-colcci,COLCCI,MARROM FEIJÓ,PP,290.0,1.0
'124309,regata-passaros-colcci,0,BEGE GIPSY,P,138.0,1.0
'124309,regata-passaros-colcci,COLCCI,BEGE GIPSY,PP,138.0,1.0
'124311,blusa-regata-escritas-colcci,COLCCI,AMARELO HOT BOX,PP,167.0,1.0
'124313,blusa-estampada-escritas-colcci,0,VERDE DINO,M,162.0,0.0
'124313,blusa-estampada-escritas-colcci,0,VERDE DINO,P,162.0,0.0
'124313,blusa-estampada-escritas-colcci,COLCCI,VERDE DINO,PP,162.0,1.0
'124315,vestido-canelado-colcci-1,COLCCI,VERDE/ VERDE OLIVA,P,359.0,1.0
'124316,vestido-alcinha-colcci,COLCCI,VERDE DINO,P,495.0,1.0
'124316,vestido-alcinha-colcci,0,VERDE DINO,M,495.0,0.0
'124316,vestido-alcinha-colcci,0,VERDE DINO,G,495.0,1.0
'124318,calca-flare-colcci,COLCCI,JEANS INDIGO,36,320.0,0.0
'124318,calca-flare-colcci,0,JEANS INDIGO,38,320.0,2.0
'124318,calca-flare-colcci,0,JEANS INDIGO,34,320.0,1.0
'124318,calca-flare-colcci,0,JEANS INDIGO,40,320.0,0.0
'124318,calca-flare-colcci,0,JEANS INDIGO,42,320.0,1.0
'124319,bermuda-sarja-bia-colcci,0,VERDE SALDANHA,42,299.0,1.0
'124319,bermuda-sarja-bia-colcci,0,VERDE SALDANHA,44,299.0,1.0
'124319,bermuda-sarja-bia-colcci,0,VERDE SALDANHA,38,299.0,1.0
'124319,bermuda-sarja-bia-colcci,0,VERDE SALDANHA,40,299.0,1.0
'124319,bermuda-sarja-bia-colcci,COLCCI,VERDE SALDANHA,36,299.0,1.0
'124320,vestido-leopard-animale,0,ESTAMPA ONÇA,44,879.0,0.0
'124320,vestido-leopard-animale,0,ESTAMPA ONÇA,42,879.0,0.0
'124320,vestido-leopard-animale,0,ESTAMPA ONÇA,40,879.0,0.0
'124320,vestido-leopard-animale,ANIMALE,ESTAMPA ONÇA,38,879.0,1.0
'124321,t-dress-tempo-flor-animale,0,PRETO,G,399.0,1.0
'124321,t-dress-tempo-flor-animale,0,PRETO,M,399.0,1.0
'124321,t-dress-tempo-flor-animale,ANIMALE,PRETO,P,399.0,1.0
'124321,t-dress-tempo-flor-animale,0,PRETO,GG,399.0,1.0
'124322,vestido-floral-artsy-animale,0,AZUL EST. FLORES,40,549.0,1.0
'124322,vestido-floral-artsy-animale,ANIMALE,AZUL EST. FLORES,38,549.0,1.0
'124329,short-flor-animal,FARM,VERMELO EST. FLORESTA,PP,279.0,0.0
'124329,short-flor-animal,0,VERMELO EST. FLORESTA,P,279.0,0.0
'124329,short-flor-animal,0,VERMELO EST. FLORESTA,M,279.0,1.0
'124330,macacao-cropped-maxi-xadrez,0,COLORIDO EST. GEOMÉTRICO,M,479.0,1.0
'124330,macacao-cropped-maxi-xadrez,FARM,COLORIDO EST. GEOMÉTRICO,P,479.0,1.0
'124331,blusa-danca-de-listra-farm,0,COLORIDO EST. GEOMÉTRICA,M,299.0,1.0
'124331,blusa-danca-de-listra-farm,FARM,COLORIDO EST. GEOMÉTRICA,P,299.0,1.0
'124332,kimono-sonho-de-verao,0,SALMÃO ESTAMPADO,G,389.0,0.0
'124332,kimono-sonho-de-verao,FARM,SALMÃO ESTAMPADO,P,389.0,1.0
'124332,kimono-sonho-de-verao,0,SALMÃO ESTAMPADO,M,389.0,0.0
'124334,vestido-curto-sonho-de-verao,FARM,ROSA EST. FOLHAS,P,279.0,0.0
'124334,vestido-curto-sonho-de-verao,0,ROSA EST. FOLHAS,GG,279.0,0.0
'124334,vestido-curto-sonho-de-verao,0,ROSA EST. FOLHAS,G,279.0,0.0
'124334,vestido-curto-sonho-de-verao,0,ROSA EST. FOLHAS,M,279.0,1.0
'124336,vestido-cropped-folhagem-paraiso,0,PRETO EST. TUCANO,M,439.0,1.0
'124336,vestido-cropped-folhagem-paraiso,FARM,PRETO EST. TUCANO,P,439.0,1.0
'124376,vestido-frente-unica-pop-stripes,PATBO,OFF LISTRAS COLORIDAS,36,1658.0,1.0
'124376,vestido-frente-unica-pop-stripes,0,OFF LISTRAS COLORIDAS,38,1658.0,1.0
'124379,vestido-midi-babado-pop-stripes,PATBO,OFF LISTRAS COLORIDO,36,1998.0,1.0
'124379,vestido-midi-babado-pop-stripes,0,OFF LISTRAS COLORIDO,38,1998.0,1.0
'124379,vestido-midi-babado-pop-stripes,0,OFF LISTRAS COLORIDO,40,1998.0,1.0
'124382,vestido-midi-artsy-listrado-pink,0,PINK LISTRAS COLORIDAS,40,1450.0,0.0
'124382,vestido-midi-artsy-listrado-pink,PATBO,PINK LISTRAS COLORIDAS,36,1450.0,1.0
'124400,bermuda-noah-colcci-2,COLCCI,INDIGO,42,314.0,0.0
'124400,bermuda-noah-colcci-2,0,INDIGO,44,314.0,1.0
'124400,bermuda-noah-colcci-2,0,INDIGO,46,314.0,1.0
'124400,bermuda-noah-colcci-2,0,INDIGO,48,314.0,0.0
'124401,calca-felipe-colcci-2,0,PRETO,40,495.0,0.0
'124401,calca-felipe-colcci-2,COLCCI,PRETO,38,495.0,1.0
'124401,calca-felipe-colcci-2,0,PRETO,44,495.0,0.0
'124401,calca-felipe-colcci-2,0,PRETO,42,495.0,0.0
'124402,calca-joana-colcci,0,INDIGO CLARO,38,378.0,1.0
'124402,calca-joana-colcci,COLCCI,INDIGO CLARO,36,378.0,0.0
'124403,calca-bia-colcci,0,JEANS INDIGO,40,437.0,0.0
'124403,calca-bia-colcci,COLCCI,JEANS INDIGO,36,437.0,1.0
